"","shell_index","Year","sats","type"
"638","(1.3e+03,1.35e+03]",1991,1,"Shell"
"639","(1.3e+03,1.35e+03]",1992,1,"Shell"
"640","(1.3e+03,1.35e+03]",1993,1,"Shell"
"641","(1.3e+03,1.35e+03]",1994,1,"Shell"
"642","(1.3e+03,1.35e+03]",1995,1,"Shell"
"643","(1.3e+03,1.35e+03]",1996,1,"Shell"
"644","(1.3e+03,1.35e+03]",1997,1,"Shell"
"645","(1.3e+03,1.35e+03]",1998,1,"Shell"
"646","(1.3e+03,1.35e+03]",1999,1,"Shell"
"647","(1.3e+03,1.35e+03]",2000,1,"Shell"
"648","(1.3e+03,1.35e+03]",2001,2,"Shell"
"649","(1.3e+03,1.35e+03]",2002,2,"Shell"
"650","(1.3e+03,1.35e+03]",2003,2,"Shell"
"651","(1.3e+03,1.35e+03]",2004,2,"Shell"
"652","(1.3e+03,1.35e+03]",2005,2,"Shell"
"653","(1.3e+03,1.35e+03]",2006,2,"Shell"
"654","(1.3e+03,1.35e+03]",2007,2,"Shell"
"655","(1.3e+03,1.35e+03]",2008,3,"Shell"
"656","(1.3e+03,1.35e+03]",2009,4,"Shell"
"657","(1.3e+03,1.35e+03]",2010,4,"Shell"
"658","(1.3e+03,1.35e+03]",2011,4,"Shell"
"659","(1.3e+03,1.35e+03]",2012,4,"Shell"
"660","(1.3e+03,1.35e+03]",2013,4,"Shell"
"661","(1.3e+03,1.35e+03]",2014,5,"Shell"
"662","(1.3e+03,1.35e+03]",2015,5,"Shell"
"663","(1.3e+03,1.35e+03]",2016,6,"Shell"
"664","(1.3e+03,1.35e+03]",2017,6,"Shell"
"665","(1.3e+03,1.35e+03]",2018,6,"Shell"
"666","(1.3e+03,1.35e+03]",2019,6,"Shell"
"667","(1.3e+03,1.35e+03]",2020,7,"Shell"
"668","(1.3e+03,1.35e+03]",2021,7,"Shell"
"669","(1.3e+03,1.35e+03]",2022,7,"Shell"
"670","(1.35e+03,1.4e+03]",2009,1,"Shell"
"671","(1.35e+03,1.4e+03]",2010,1,"Shell"
"672","(1.35e+03,1.4e+03]",2011,1,"Shell"
"673","(1.35e+03,1.4e+03]",2012,1,"Shell"
"674","(1.35e+03,1.4e+03]",2013,1,"Shell"
"675","(1.35e+03,1.4e+03]",2014,1,"Shell"
"676","(1.35e+03,1.4e+03]",2015,1,"Shell"
"677","(1.35e+03,1.4e+03]",2016,1,"Shell"
"678","(1.35e+03,1.4e+03]",2017,1,"Shell"
"679","(1.35e+03,1.4e+03]",2018,1,"Shell"
"680","(1.35e+03,1.4e+03]",2019,1,"Shell"
"681","(1.35e+03,1.4e+03]",2020,1,"Shell"
"682","(1.35e+03,1.4e+03]",2021,1,"Shell"
"683","(1.35e+03,1.4e+03]",2022,1,"Shell"
"684","(1.4e+03,1.45e+03]",1974,1,"Shell"
"685","(1.4e+03,1.45e+03]",1975,1,"Shell"
"686","(1.4e+03,1.45e+03]",1976,1,"Shell"
"687","(1.4e+03,1.45e+03]",1977,1,"Shell"
"688","(1.4e+03,1.45e+03]",1978,1,"Shell"
"689","(1.4e+03,1.45e+03]",1979,1,"Shell"
"690","(1.4e+03,1.45e+03]",1980,1,"Shell"
"691","(1.4e+03,1.45e+03]",1981,1,"Shell"
"692","(1.4e+03,1.45e+03]",1982,1,"Shell"
"693","(1.4e+03,1.45e+03]",1983,1,"Shell"
"694","(1.4e+03,1.45e+03]",1984,1,"Shell"
"695","(1.4e+03,1.45e+03]",1985,1,"Shell"
"696","(1.4e+03,1.45e+03]",1986,1,"Shell"
"697","(1.4e+03,1.45e+03]",1987,1,"Shell"
"698","(1.4e+03,1.45e+03]",1988,1,"Shell"
"699","(1.4e+03,1.45e+03]",1989,1,"Shell"
"700","(1.4e+03,1.45e+03]",1990,1,"Shell"
"701","(1.4e+03,1.45e+03]",1991,1,"Shell"
"702","(1.4e+03,1.45e+03]",1992,1,"Shell"
"703","(1.4e+03,1.45e+03]",1993,1,"Shell"
"704","(1.4e+03,1.45e+03]",1994,1,"Shell"
"705","(1.4e+03,1.45e+03]",1995,1,"Shell"
"706","(1.4e+03,1.45e+03]",1996,4,"Shell"
"707","(1.4e+03,1.45e+03]",1997,7,"Shell"
"708","(1.4e+03,1.45e+03]",1998,8,"Shell"
"709","(1.4e+03,1.45e+03]",1999,12,"Shell"
"710","(1.4e+03,1.45e+03]",2000,12,"Shell"
"711","(1.4e+03,1.45e+03]",2001,17,"Shell"
"712","(1.4e+03,1.45e+03]",2002,17,"Shell"
"713","(1.4e+03,1.45e+03]",2003,17,"Shell"
"714","(1.4e+03,1.45e+03]",2004,17,"Shell"
"715","(1.4e+03,1.45e+03]",2005,19,"Shell"
"716","(1.4e+03,1.45e+03]",2006,19,"Shell"
"717","(1.4e+03,1.45e+03]",2007,26,"Shell"
"718","(1.4e+03,1.45e+03]",2008,26,"Shell"
"719","(1.4e+03,1.45e+03]",2009,26,"Shell"
"720","(1.4e+03,1.45e+03]",2010,32,"Shell"
"721","(1.4e+03,1.45e+03]",2011,44,"Shell"
"722","(1.4e+03,1.45e+03]",2012,44,"Shell"
"723","(1.4e+03,1.45e+03]",2013,50,"Shell"
"724","(1.4e+03,1.45e+03]",2014,50,"Shell"
"725","(1.4e+03,1.45e+03]",2015,50,"Shell"
"726","(1.4e+03,1.45e+03]",2016,50,"Shell"
"727","(1.4e+03,1.45e+03]",2017,50,"Shell"
"728","(1.4e+03,1.45e+03]",2018,50,"Shell"
"729","(1.4e+03,1.45e+03]",2019,50,"Shell"
"730","(1.4e+03,1.45e+03]",2020,50,"Shell"
"731","(1.4e+03,1.45e+03]",2021,50,"Shell"
"732","(1.4e+03,1.45e+03]",2022,50,"Shell"
"733","(1.45e+03,1.5e+03]",1999,1,"Shell"
"734","(1.45e+03,1.5e+03]",2000,2,"Shell"
"735","(1.45e+03,1.5e+03]",2001,2,"Shell"
"736","(1.45e+03,1.5e+03]",2002,4,"Shell"
"737","(1.45e+03,1.5e+03]",2003,6,"Shell"
"738","(1.45e+03,1.5e+03]",2004,8,"Shell"
"739","(1.45e+03,1.5e+03]",2005,8,"Shell"
"740","(1.45e+03,1.5e+03]",2006,9,"Shell"
"741","(1.45e+03,1.5e+03]",2007,9,"Shell"
"742","(1.45e+03,1.5e+03]",2008,13,"Shell"
"743","(1.45e+03,1.5e+03]",2009,15,"Shell"
"744","(1.45e+03,1.5e+03]",2010,17,"Shell"
"745","(1.45e+03,1.5e+03]",2011,17,"Shell"
"746","(1.45e+03,1.5e+03]",2012,21,"Shell"
"747","(1.45e+03,1.5e+03]",2013,30,"Shell"
"748","(1.45e+03,1.5e+03]",2014,36,"Shell"
"749","(1.45e+03,1.5e+03]",2015,42,"Shell"
"750","(1.45e+03,1.5e+03]",2016,42,"Shell"
"751","(1.45e+03,1.5e+03]",2017,42,"Shell"
"752","(1.45e+03,1.5e+03]",2018,45,"Shell"
"753","(1.45e+03,1.5e+03]",2019,48,"Shell"
"754","(1.45e+03,1.5e+03]",2020,55,"Shell"
"755","(1.45e+03,1.5e+03]",2021,55,"Shell"
"756","(1.45e+03,1.5e+03]",2022,55,"Shell"
"757","(1.5e+03,1.55e+03]",1998,2,"Shell"
"758","(1.5e+03,1.55e+03]",1999,3,"Shell"
"759","(1.5e+03,1.55e+03]",2000,3,"Shell"
"760","(1.5e+03,1.55e+03]",2001,3,"Shell"
"761","(1.5e+03,1.55e+03]",2002,3,"Shell"
"762","(1.5e+03,1.55e+03]",2003,3,"Shell"
"763","(1.5e+03,1.55e+03]",2004,3,"Shell"
"764","(1.5e+03,1.55e+03]",2005,3,"Shell"
"765","(1.5e+03,1.55e+03]",2006,3,"Shell"
"766","(1.5e+03,1.55e+03]",2007,4,"Shell"
"767","(1.5e+03,1.55e+03]",2008,4,"Shell"
"768","(1.5e+03,1.55e+03]",2009,5,"Shell"
"769","(1.5e+03,1.55e+03]",2010,6,"Shell"
"770","(1.5e+03,1.55e+03]",2011,6,"Shell"
"771","(1.5e+03,1.55e+03]",2012,6,"Shell"
"772","(1.5e+03,1.55e+03]",2013,6,"Shell"
"773","(1.5e+03,1.55e+03]",2014,6,"Shell"
"774","(1.5e+03,1.55e+03]",2015,6,"Shell"
"775","(1.5e+03,1.55e+03]",2016,6,"Shell"
"776","(1.5e+03,1.55e+03]",2017,6,"Shell"
"777","(1.5e+03,1.55e+03]",2018,6,"Shell"
"778","(1.5e+03,1.55e+03]",2019,6,"Shell"
"779","(1.5e+03,1.55e+03]",2020,6,"Shell"
"780","(1.5e+03,1.55e+03]",2021,6,"Shell"
"781","(1.5e+03,1.55e+03]",2022,6,"Shell"
"782","(1.55e+03,1.6e+03]",1998,6,"Shell"
"783","(1.55e+03,1.6e+03]",1999,11,"Shell"
"784","(1.55e+03,1.6e+03]",2000,11,"Shell"
"785","(1.55e+03,1.6e+03]",2001,11,"Shell"
"786","(1.55e+03,1.6e+03]",2002,11,"Shell"
"787","(1.55e+03,1.6e+03]",2003,11,"Shell"
"788","(1.55e+03,1.6e+03]",2004,11,"Shell"
"789","(1.55e+03,1.6e+03]",2005,11,"Shell"
"790","(1.55e+03,1.6e+03]",2006,11,"Shell"
"791","(1.55e+03,1.6e+03]",2007,11,"Shell"
"792","(1.55e+03,1.6e+03]",2008,11,"Shell"
"793","(1.55e+03,1.6e+03]",2009,11,"Shell"
"794","(1.55e+03,1.6e+03]",2010,11,"Shell"
"795","(1.55e+03,1.6e+03]",2011,11,"Shell"
"796","(1.55e+03,1.6e+03]",2012,11,"Shell"
"797","(1.55e+03,1.6e+03]",2013,11,"Shell"
"798","(1.55e+03,1.6e+03]",2014,11,"Shell"
"799","(1.55e+03,1.6e+03]",2015,11,"Shell"
"800","(1.55e+03,1.6e+03]",2016,11,"Shell"
"801","(1.55e+03,1.6e+03]",2017,11,"Shell"
"802","(1.55e+03,1.6e+03]",2018,11,"Shell"
"803","(1.55e+03,1.6e+03]",2019,11,"Shell"
"804","(1.55e+03,1.6e+03]",2020,11,"Shell"
"805","(1.55e+03,1.6e+03]",2021,11,"Shell"
"806","(1.55e+03,1.6e+03]",2022,11,"Shell"
"807","(1.6e+03,1.65e+03]",1998,1,"Shell"
"808","(1.6e+03,1.65e+03]",1999,5,"Shell"
"809","(1.6e+03,1.65e+03]",2000,6,"Shell"
"810","(1.6e+03,1.65e+03]",2001,6,"Shell"
"811","(1.6e+03,1.65e+03]",2002,6,"Shell"
"812","(1.6e+03,1.65e+03]",2003,6,"Shell"
"813","(1.6e+03,1.65e+03]",2004,6,"Shell"
"814","(1.6e+03,1.65e+03]",2005,6,"Shell"
"815","(1.6e+03,1.65e+03]",2006,6,"Shell"
"816","(1.6e+03,1.65e+03]",2007,6,"Shell"
"817","(1.6e+03,1.65e+03]",2008,6,"Shell"
"818","(1.6e+03,1.65e+03]",2009,6,"Shell"
"819","(1.6e+03,1.65e+03]",2010,6,"Shell"
"820","(1.6e+03,1.65e+03]",2011,6,"Shell"
"821","(1.6e+03,1.65e+03]",2012,6,"Shell"
"822","(1.6e+03,1.65e+03]",2013,6,"Shell"
"823","(1.6e+03,1.65e+03]",2014,6,"Shell"
"824","(1.6e+03,1.65e+03]",2015,6,"Shell"
"825","(1.6e+03,1.65e+03]",2016,6,"Shell"
"826","(1.6e+03,1.65e+03]",2017,6,"Shell"
"827","(1.6e+03,1.65e+03]",2018,6,"Shell"
"828","(1.6e+03,1.65e+03]",2019,6,"Shell"
"829","(1.6e+03,1.65e+03]",2020,6,"Shell"
"830","(1.6e+03,1.65e+03]",2021,6,"Shell"
"831","(1.6e+03,1.65e+03]",2022,6,"Shell"
"832","(1.65e+03,1.7e+03]",1999,5,"Shell"
"833","(1.65e+03,1.7e+03]",2000,5,"Shell"
"834","(1.65e+03,1.7e+03]",2001,5,"Shell"
"835","(1.65e+03,1.7e+03]",2002,5,"Shell"
"836","(1.65e+03,1.7e+03]",2003,5,"Shell"
"837","(1.65e+03,1.7e+03]",2004,5,"Shell"
"838","(1.65e+03,1.7e+03]",2005,5,"Shell"
"839","(1.65e+03,1.7e+03]",2006,5,"Shell"
"840","(1.65e+03,1.7e+03]",2007,5,"Shell"
"841","(1.65e+03,1.7e+03]",2008,5,"Shell"
"842","(1.65e+03,1.7e+03]",2009,5,"Shell"
"843","(1.65e+03,1.7e+03]",2010,5,"Shell"
"844","(1.65e+03,1.7e+03]",2011,5,"Shell"
"845","(1.65e+03,1.7e+03]",2012,5,"Shell"
"846","(1.65e+03,1.7e+03]",2013,5,"Shell"
"847","(1.65e+03,1.7e+03]",2014,5,"Shell"
"848","(1.65e+03,1.7e+03]",2015,5,"Shell"
"849","(1.65e+03,1.7e+03]",2016,5,"Shell"
"850","(1.65e+03,1.7e+03]",2017,5,"Shell"
"851","(1.65e+03,1.7e+03]",2018,5,"Shell"
"852","(1.65e+03,1.7e+03]",2019,5,"Shell"
"853","(1.65e+03,1.7e+03]",2020,5,"Shell"
"854","(1.65e+03,1.7e+03]",2021,5,"Shell"
"855","(1.65e+03,1.7e+03]",2022,5,"Shell"
"856","(1.7e+03,1.75e+03]",1999,3,"Shell"
"857","(1.7e+03,1.75e+03]",2000,5,"Shell"
"858","(1.7e+03,1.75e+03]",2001,5,"Shell"
"859","(1.7e+03,1.75e+03]",2002,5,"Shell"
"860","(1.7e+03,1.75e+03]",2003,5,"Shell"
"861","(1.7e+03,1.75e+03]",2004,5,"Shell"
"862","(1.7e+03,1.75e+03]",2005,5,"Shell"
"863","(1.7e+03,1.75e+03]",2006,5,"Shell"
"864","(1.7e+03,1.75e+03]",2007,5,"Shell"
"865","(1.7e+03,1.75e+03]",2008,5,"Shell"
"866","(1.7e+03,1.75e+03]",2009,5,"Shell"
"867","(1.7e+03,1.75e+03]",2010,5,"Shell"
"868","(1.7e+03,1.75e+03]",2011,5,"Shell"
"869","(1.7e+03,1.75e+03]",2012,5,"Shell"
"870","(1.7e+03,1.75e+03]",2013,5,"Shell"
"871","(1.7e+03,1.75e+03]",2014,5,"Shell"
"872","(1.7e+03,1.75e+03]",2015,5,"Shell"
"873","(1.7e+03,1.75e+03]",2016,5,"Shell"
"874","(1.7e+03,1.75e+03]",2017,5,"Shell"
"875","(1.7e+03,1.75e+03]",2018,5,"Shell"
"876","(1.7e+03,1.75e+03]",2019,5,"Shell"
"877","(1.7e+03,1.75e+03]",2020,5,"Shell"
"878","(1.7e+03,1.75e+03]",2021,5,"Shell"
"879","(1.7e+03,1.75e+03]",2022,5,"Shell"
"880","(1.75e+03,1.8e+03]",1999,2,"Shell"
"881","(1.75e+03,1.8e+03]",2000,2,"Shell"
"882","(1.75e+03,1.8e+03]",2001,2,"Shell"
"883","(1.75e+03,1.8e+03]",2002,2,"Shell"
"884","(1.75e+03,1.8e+03]",2003,2,"Shell"
"885","(1.75e+03,1.8e+03]",2004,2,"Shell"
"886","(1.75e+03,1.8e+03]",2005,2,"Shell"
"887","(1.75e+03,1.8e+03]",2006,2,"Shell"
"888","(1.75e+03,1.8e+03]",2007,2,"Shell"
"889","(1.75e+03,1.8e+03]",2008,2,"Shell"
"890","(1.75e+03,1.8e+03]",2009,2,"Shell"
"891","(1.75e+03,1.8e+03]",2010,2,"Shell"
"892","(1.75e+03,1.8e+03]",2011,2,"Shell"
"893","(1.75e+03,1.8e+03]",2012,2,"Shell"
"894","(1.75e+03,1.8e+03]",2013,2,"Shell"
"895","(1.75e+03,1.8e+03]",2014,2,"Shell"
"896","(1.75e+03,1.8e+03]",2015,2,"Shell"
"897","(1.75e+03,1.8e+03]",2016,2,"Shell"
"898","(1.75e+03,1.8e+03]",2017,2,"Shell"
"899","(1.75e+03,1.8e+03]",2018,2,"Shell"
"900","(1.75e+03,1.8e+03]",2019,2,"Shell"
"901","(1.75e+03,1.8e+03]",2020,2,"Shell"
"902","(1.75e+03,1.8e+03]",2021,2,"Shell"
"903","(1.75e+03,1.8e+03]",2022,2,"Shell"
"904","(1.8e+03,1.85e+03]",1998,1,"Shell"
"905","(1.8e+03,1.85e+03]",1999,1,"Shell"
"906","(1.8e+03,1.85e+03]",2000,1,"Shell"
"907","(1.8e+03,1.85e+03]",2001,1,"Shell"
"908","(1.8e+03,1.85e+03]",2002,1,"Shell"
"909","(1.8e+03,1.85e+03]",2003,1,"Shell"
"910","(1.8e+03,1.85e+03]",2004,1,"Shell"
"911","(1.8e+03,1.85e+03]",2005,1,"Shell"
"912","(1.8e+03,1.85e+03]",2006,1,"Shell"
"913","(1.8e+03,1.85e+03]",2007,1,"Shell"
"914","(1.8e+03,1.85e+03]",2008,1,"Shell"
"915","(1.8e+03,1.85e+03]",2009,1,"Shell"
"916","(1.8e+03,1.85e+03]",2010,1,"Shell"
"917","(1.8e+03,1.85e+03]",2011,1,"Shell"
"918","(1.8e+03,1.85e+03]",2012,1,"Shell"
"919","(1.8e+03,1.85e+03]",2013,1,"Shell"
"920","(1.8e+03,1.85e+03]",2014,1,"Shell"
"921","(1.8e+03,1.85e+03]",2015,1,"Shell"
"922","(1.8e+03,1.85e+03]",2016,1,"Shell"
"923","(1.8e+03,1.85e+03]",2017,1,"Shell"
"924","(1.8e+03,1.85e+03]",2018,1,"Shell"
"925","(1.8e+03,1.85e+03]",2019,1,"Shell"
"926","(1.8e+03,1.85e+03]",2020,1,"Shell"
"927","(1.8e+03,1.85e+03]",2021,1,"Shell"
"928","(1.8e+03,1.85e+03]",2022,1,"Shell"
"929","(1.85e+03,1.9e+03]",1996,1,"Shell"
"930","(1.85e+03,1.9e+03]",1997,1,"Shell"
"931","(1.85e+03,1.9e+03]",1998,3,"Shell"
"932","(1.85e+03,1.9e+03]",1999,4,"Shell"
"933","(1.85e+03,1.9e+03]",2000,4,"Shell"
"934","(1.85e+03,1.9e+03]",2001,4,"Shell"
"935","(1.85e+03,1.9e+03]",2002,4,"Shell"
"936","(1.85e+03,1.9e+03]",2003,4,"Shell"
"937","(1.85e+03,1.9e+03]",2004,4,"Shell"
"938","(1.85e+03,1.9e+03]",2005,4,"Shell"
"939","(1.85e+03,1.9e+03]",2006,4,"Shell"
"940","(1.85e+03,1.9e+03]",2007,4,"Shell"
"941","(1.85e+03,1.9e+03]",2008,4,"Shell"
"942","(1.85e+03,1.9e+03]",2009,4,"Shell"
"943","(1.85e+03,1.9e+03]",2010,4,"Shell"
"944","(1.85e+03,1.9e+03]",2011,4,"Shell"
"945","(1.85e+03,1.9e+03]",2012,4,"Shell"
"946","(1.85e+03,1.9e+03]",2013,4,"Shell"
"947","(1.85e+03,1.9e+03]",2014,4,"Shell"
"948","(1.85e+03,1.9e+03]",2015,4,"Shell"
"949","(1.85e+03,1.9e+03]",2016,4,"Shell"
"950","(1.85e+03,1.9e+03]",2017,4,"Shell"
"951","(1.85e+03,1.9e+03]",2018,4,"Shell"
"952","(1.85e+03,1.9e+03]",2019,4,"Shell"
"953","(1.85e+03,1.9e+03]",2020,4,"Shell"
"954","(1.85e+03,1.9e+03]",2021,4,"Shell"
"955","(1.85e+03,1.9e+03]",2022,4,"Shell"
"956","(1.9e+03,1.95e+03]",1998,1,"Shell"
"957","(1.9e+03,1.95e+03]",1999,1,"Shell"
"958","(1.9e+03,1.95e+03]",2000,1,"Shell"
"959","(1.9e+03,1.95e+03]",2001,1,"Shell"
"960","(1.9e+03,1.95e+03]",2002,1,"Shell"
"961","(1.9e+03,1.95e+03]",2003,1,"Shell"
"962","(1.9e+03,1.95e+03]",2004,1,"Shell"
"963","(1.9e+03,1.95e+03]",2005,1,"Shell"
"964","(1.9e+03,1.95e+03]",2006,2,"Shell"
"965","(1.9e+03,1.95e+03]",2007,2,"Shell"
"966","(1.9e+03,1.95e+03]",2008,2,"Shell"
"967","(1.9e+03,1.95e+03]",2009,2,"Shell"
"968","(1.9e+03,1.95e+03]",2010,2,"Shell"
"969","(1.9e+03,1.95e+03]",2011,2,"Shell"
"970","(1.9e+03,1.95e+03]",2012,2,"Shell"
"971","(1.9e+03,1.95e+03]",2013,2,"Shell"
"972","(1.9e+03,1.95e+03]",2014,2,"Shell"
"973","(1.9e+03,1.95e+03]",2015,2,"Shell"
"974","(1.9e+03,1.95e+03]",2016,2,"Shell"
"975","(1.9e+03,1.95e+03]",2017,2,"Shell"
"976","(1.9e+03,1.95e+03]",2018,2,"Shell"
"977","(1.9e+03,1.95e+03]",2019,2,"Shell"
"978","(1.9e+03,1.95e+03]",2020,2,"Shell"
"979","(1.9e+03,1.95e+03]",2021,2,"Shell"
"980","(1.9e+03,1.95e+03]",2022,2,"Shell"
"981","(1.95e+03,2e+03]",1999,3,"Shell"
"982","(1.95e+03,2e+03]",2000,3,"Shell"
"983","(1.95e+03,2e+03]",2001,3,"Shell"
"984","(1.95e+03,2e+03]",2002,3,"Shell"
"985","(1.95e+03,2e+03]",2003,3,"Shell"
"986","(1.95e+03,2e+03]",2004,3,"Shell"
"987","(1.95e+03,2e+03]",2005,3,"Shell"
"988","(1.95e+03,2e+03]",2006,3,"Shell"
"989","(1.95e+03,2e+03]",2007,3,"Shell"
"990","(1.95e+03,2e+03]",2008,3,"Shell"
"991","(1.95e+03,2e+03]",2009,3,"Shell"
"992","(1.95e+03,2e+03]",2010,3,"Shell"
"993","(1.95e+03,2e+03]",2011,3,"Shell"
"994","(1.95e+03,2e+03]",2012,3,"Shell"
"995","(1.95e+03,2e+03]",2013,3,"Shell"
"996","(1.95e+03,2e+03]",2014,3,"Shell"
"997","(1.95e+03,2e+03]",2015,3,"Shell"
"998","(1.95e+03,2e+03]",2016,3,"Shell"
"999","(1.95e+03,2e+03]",2017,3,"Shell"
"1000","(1.95e+03,2e+03]",2018,3,"Shell"
"1001","(1.95e+03,2e+03]",2019,3,"Shell"
"1002","(1.95e+03,2e+03]",2020,3,"Shell"
"1003","(1.95e+03,2e+03]",2021,3,"Shell"
"1004","(1.95e+03,2e+03]",2022,4,"Shell"
